incident_id,_anchor,facility_id,attack_type_de,result_de,description_de,full_discription_de
INC-050,Al-Aqsa Martyrs Hospital,FAC-006,Direkter Schlag,"Der Innenhof wurde mit einem Bombenanschlag auf ein Zelt von Binnenflüchtlingen getroffen, wobei fünf Personen, darunter zwei Journalisten, verletzt wurden. Die internistische Abteilung des Krankenhauses und die Sauerstoffversorgungsleitung wurden beschädigt.","Am 30. Juni wurde ein Zelt, in dem Binnenvertriebene im Umfeld des Krankenhauses untergebracht waren, getroffen. Laut WHO wurden dabei fünf Menschen, darunter zwei Journalisten, verletzt. Die internistische Abteilung des Krankenhauses und die Sauerstoffversorgungsleitung wurden beschädigt.",
INC-051,Al-Awda Hospital,FAC-003,Bombardierung,"Ein Rettungssanitäter wurde verletzt, und zwei Krankenwagen scheinen beschädigt zu sein.","Ein Streifenwagen der Polizei wurde verletzt; Bilder zeigen zwei beschädigte Krankenwagen des Palästinensischen Roten Halbmonds in der Nähe des Krankenhauses. Ein weiteres Video zeigt Menschen, die inmitten heftigen Beschusses in einem Krankenwagen Schutz suchen.",
INC-052,Al-Awda Hospital,FAC-003,Bombardierung (Umgebung),Bombardierung der Umgebung. Einige Krankenwagen wurden außer Betrieb genommen.,Bei wiederholten Bombenangriffen der Besatzungstruppen in der Nähe des Krankenhauses wurden mehrere medizinische Mitarbeiter des Krankenhauses sowie einige Sanitäter des Palästinensischen Roten Halbmonds verletzt. Die Angriffe verursachten zudem schwere Schäden am Krankenhaus und an mehreren Krankenwagen.,
INC-053,Al-Awda Hospital,FAC-003,Angriff,"Bei dem Anschlag kamen drei Ärzte und ein Begleitperson eines Patienten ums Leben, viele Patienten wurden verletzt.","Das Al-Awda-Krankenhaus wurde bei einem Luftangriff bombardiert, wobei das dritte und vierte Stockwerk des Gebäudes direkt getroffen wurden. Dabei kamen drei medizinische Fachkräfte ums Leben: zwei Ärzte von Ärzte ohne Grenzen – Dr. Mahmoud Abu Nujaila und Dr. Ahmad Al Sahar – sowie ein Arzt des Gesundheitsministeriums, Dr. Ziad Al-Tatari, und ein Begleitperson eines Patienten. Weitere Mitarbeiter von Ärzte ohne Grenzen und Patienten wurden schwer verletzt.",
INC-054,Al-Awda Hospital,FAC-003,"Artilleriebeschuss, Scharfschützenfeuer",Durch israelischen Beschuss entstandene Schäden. Israelische Scharfschützen beschossen das Krankenhaus.,Das Al-Awda-Krankenhaus in Jabalia – eines von nur zwei noch betriebsbereiten Krankenhäusern im Norden – wurde von israelischen Streitkräften umstellt und durch israelischen Beschuss beschädigt. Auch von israelischem Scharfschützenfeuer auf das Krankenhaus wurde berichtet.,
INC-055,Al-Awda Hospital,FAC-003,Kampfumgebung,Das von israelischen Truppen umstellte Krankenhaus und zwei Gesundheitshelfer starben.,"Am 9. Dezember wurde das Al-Awda-Krankenhaus in Jabalia Berichten zufolge den dritten Tag in Folge von israelischen Truppen und Panzern umstellt, und in der Umgebung dauerten die Kämpfe an. Zwei Mitarbeiter des Gesundheitswesens wurden Berichten zufolge erschossen.",
INC-056,Al-Awda Hospital,FAC-003,Kampfumgebung,"Umzingelt von israelischen Truppen und Panzern, in dessen Nähe Kämpfe stattfanden. Berichten zufolge wurden zwei Sanitäter erschossen.","Umzingelt von israelischen Truppen und Panzern, und die Kämpfe dauern nun schon den dritten Tag in Folge an, wurden Berichten zufolge zwei Gesundheitshelfer im Al-Awda-Krankenhaus erschossen.",
INC-057,Al-Awda Hospital,FAC-003,Einkreisung,Die Überreste sind von israelischen Truppen und Panzern umzingelt.,"Das Al-Awda-Krankenhaus ist den achten Tag in Folge von israelischen Truppen und Panzern umstellt, und in der Nähe wird von Kämpfen mit bewaffneten palästinensischen Gruppen berichtet. Angeblich sind 250 Ärzte, Patienten und deren Angehörige im Krankenhaus eingeschlossen.",
INC-058,Al-Awda Hospital,FAC-003,Schlag,Fünf Menschen getötet,"Bei einem israelischen Luftangriff auf das Gelände des al-Awda-Krankenhauses im Flüchtlingslager Jabalia im nördlichen Gazastreifen wurden mindestens fünf Palästinenser getötet. Teile des Krankenhauses sind außer Betrieb, und mehrere Krankenwagen wurden beschädigt.",
INC-059,Al-Awda Hospital - Nusseirat,FAC-004,Drohnenangriff,"Das fünfte Stockwerk und das Dach des Verwaltungsgebäudes wurden von einem israelischen Drohnenangriff getroffen, wodurch die Solaranlage beschädigt wurde.","Das fünfte Stockwerk und das Dach des Verwaltungsgebäudes des Al-Awda-Krankenhauses wurden von einem israelischen Drohnenangriff getroffen, wodurch die Solaranlage der Einrichtung gestört und Wasser- und Treibstofftanks beschädigt wurden.",
INC-060,Al-Awda Hospital,FAC-003,belagert,Das Al-Awda-Krankenhaus wurde belagert und ist derzeit nicht zugänglich.,"Das Al-Awda-Krankenhaus im nördlichen Gazastreifen ist seit dem 19. Mai belagert; niemand darf das Gebäude verlassen oder betreten. 148 Krankenhausmitarbeiter, 22 Patienten und ihre Begleitpersonen sind weiterhin eingeschlossen. Das medizinische Personal berichtete von einem Angriff am 20. Mai, bei dem Scharfschützen das Gebäude beschossen und eine Artillerierakete in den fünften Stock einschlug, wo sich die Verwaltung befindet.",
INC-061,Al-Awda Hospital,FAC-003,Zwangsevakuierung,Ein Großteil des Personals und der Patienten ist zur Evakuierung gezwungen.,"Nach einer viertägigen Belagerung näherten sich israelische Panzer dem Krankenhaus, und die Truppen ordneten über Lautsprecher die Evakuierung aller Patienten und Mitarbeiter an. Zurück blieb eine kleine Gruppe von medizinischem Personal mit einer Handvoll schwerkranker Patienten, die nicht verlegt werden konnten, unter militärischer Aufsicht.",
INC-062,Al-Awda Hospital,FAC-003,Schlag,Das fünfte Stockwerk und der Innenhof wurden getroffen.,Das fünfte Stockwerk des Krankenhauses und der Innenhof wurden getroffen; es wurden keine Verletzten gemeldet.,
INC-063,Al-Awda Hospital,FAC-003,Schuss,"Eine freiwillige Krankenschwester, die beim Blick aus dem Fenster tödlich in die Brust geschossen wurde.","Das UN-Menschenrechtsbüro bestätigte mehrere Fälle von Menschen, die im Al-Awda-Krankenhaus in Jabalya erschossen wurden, darunter eine freiwillige Krankenschwester, die am 7. Dezember 2023 beim Blick aus dem Fenster tödlich in die Brust getroffen wurde.",
INC-064,Al-Awda Hospital,FAC-003,Panzerhülle,Militärpanzer griffen das dritte Stockwerk des Ostflügels an.,"Berichten zufolge griffen Panzer das dritte Stockwerk des Ostflügels des Al-Awda-Krankenhauses an und lösten Panik unter den 31 Patienten, ihren Angehörigen und den 65 medizinischen und administrativen Mitarbeitern im Gebäude aus. Bereits in den Tagen zuvor hatte das Al-Awda-Krankenhaus durch mehrere Luftangriffe in der Umgebung erhebliche Schäden erlitten. Teile des Gebäudes gerieten in Brand, und das Feuer griff auch auf nahegelegene Wohnhäuser über.",
INC-065,Al-Awda Hospital,FAC-003,Evakuierungsanordnung,Evakuierungsanordnung nach täglichen Angriffen in der Nähe oder auf dem Gelände,"Das Al-Awda-Krankenhaus, das letzte teilweise funktionsfähige Krankenhaus im Nordgaza, wurde von israelischen Streitkräften angewiesen, Patienten und Personal umgehend zu evakuieren. Obwohl das Al-Awda-Krankenhaus weiterhin in Betrieb ist, ist der Zugang zu der Einrichtung, in der sich noch 34 Patienten und 63 Mitarbeiter befinden, aufgrund der anhaltenden Kampfhandlungen in der Region stark eingeschränkt.",
INC-066,Al-Awda Hospital,FAC-003,"Luftangriffe, Umgebung von Luftangriffen","Begrenzte Fähigkeit des Krankenhauses, Gesundheitsdienstleistungen zu erbringen","Am 15., 18. und 19. Mai wurde das Al-Awda-Krankenhaus im Nord-Gaza durch Luftangriffe beschädigt, darunter ein direkter israelischer Angriff in der Nähe des Haupteingangs und mehrere Luftangriffe auf Gebiete in unmittelbarer Nähe.",
INC-067,Al-Awda Hospital,FAC-003,Schlag,Das Krankenhaus sah sich wiederholt mit der unmittelbaren Gefahr der Schließung konfrontiert.,"Zwischen dem 15. und 23. Mai wurde das Al-Awda-Krankenhaus in Nord-Gaza wiederholt angegriffen. Nachdem sowohl das indonesische als auch das Kamal-Adwan-Krankenhaus außer Betrieb gesetzt wurden, war Al-Awda das einzige Krankenhaus im Gouvernement, das – wenn auch unter extremen Bedingungen – noch teilweise funktionsfähig war.",
INC-068,Al-Awda Hospital,FAC-003,Panzerhülle,Israelische Panzer der IOF überfuhren verletztes medizinisches Personal und Freiwillige und brannten Abteilungen nieder.,"Israelische Panzer, die das al-‘Awda-Krankenhaus umstellt hatten, nahmen die Abteilung für Spezialchirurgie und das Medikamentenlager des Krankenhauses direkt ins Visier. Der Angriff löste im Lager ein Feuer aus, das die medizinischen Einsatzkräfte aufgrund des anhaltenden Beschusses der israelischen Streitkräfte nicht löschen konnten. Dabei wurden auch die Wasser- und Treibstofftanks des Krankenhauses zerstört und die Infrastruktur schwer beschädigt. Anschließend stürmten die israelischen Panzer die Krankenhaushöfe, setzten die Zelte der Ambulanz in Brand und verletzten mehrere medizinische Fachkräfte und Freiwillige.",
INC-069,Al-Awda Hospital,FAC-003,Luftangriffe,"Berichten zufolge wurden das dritte und vierte Stockwerk des Krankenhauses getroffen, wobei zwei Mitarbeiter des Gesundheitswesens verletzt wurden. Patientenzelte gerieten in Brand, wodurch auch sämtliche medizinischen Vorräte im Lagerhaus verbrannten und Fahrzeuge im Keller zerstört wurden.","Am 22. Mai wurden Berichten zufolge das dritte und vierte Stockwerk des Krankenhauses getroffen, wobei zwei Mitarbeiter des Gesundheitswesens verletzt wurden. Patientenzelte, darunter eines von der WHO bereitgestellte, gerieten in Brand. Das Feuer zerstörte sämtliche medizinischen Vorräte im Lager und Fahrzeuge im Keller. Laut WHO droht dem Al-Awda-Krankenhaus aufgrund der anhaltenden Unsicherheit und des eingeschränkten Zugangs die Schließung.",
INC-070,Al-Awda Hospital,FAC-003,evakuiert,wurde zwangsweise evakuiert und außer Betrieb genommen.,,
INC-071,Al-Awda Hospital,FAC-003,Evakuierung,Krankenhaus evakuiert und außer Betrieb genommen,"Am 29. Mai wurde das Al-Awda-Krankenhaus, das letzte noch funktionsfähige Krankenhaus im Nordgaza, zwangsevakuiert und außer Betrieb gesetzt. Laut Krankenhausdirektor Mohammad Salha teilten israelische Streitkräfte mit: „Entweder wir evakuieren das Krankenhaus sofort, oder sie werden es zwangsweise evakuieren.“ Dr. Salha erklärte, dass 82 medizinische Mitarbeiter und 13 Patienten unter extrem schwierigen Bedingungen evakuiert werden mussten. Da alle Zufahrtsstraßen zum Krankenhaus blockiert oder zerstört waren, konnten Krankenwagen das Krankenhaus nicht erreichen, und die Patienten mussten über 200 Meter getragen werden, bevor sie von Krankenwagen des Gesundheitsministeriums in das Al-Shifa-Krankenhaus in Gaza-Stadt gebracht wurden, fügte er hinzu. Zwischen dem 15. und 23. Mai wurde das Krankenhaus wiederholt angegriffen und litt unter akutem Medikamentenmangel. Am 24. und 27. Mai gelang es der Weltgesundheitsorganisation (WHO), die Einrichtung zu erreichen und schwerkranke Patienten in das Al-Shifa-Krankenhaus in Gaza-Stadt zu verlegen.",
INC-072,Al-Awda Hospital,FAC-003,Evakuierung,"Das letzte teilweise funktionsfähige Krankenhaus im Nordgaza wurde am 3. Januar von israelischen Streitkräften angewiesen, Patienten und Personal umgehend zu evakuieren. Der Treibstofftank und der letzte verbliebene Generator des Krankenhauses wurden kürzlich durch einen direkten Angriff zerstört.",,
INC-073,Al-Awda Hospital,FAC-003,Schlag,"Das Westtor wurde getroffen, wobei Krankenhausmitarbeiter verletzt wurden (die genaue Anzahl der Verletzten wurde nicht angegeben). Ein Sicherheitsbeamter, der bei dem Treffer verletzt worden war, erlag eine Woche später (am 7. Oktober) seinen Verletzungen.",,
INC-074,Al-Awda Hospital - Nusseirat,FAC-004,Schlag,was zu Opfern führte,,
INC-075,Al-Khair Hospital,FAC-024,Schlag,getroffen und zerstört,,
INC-076,Al-Khair Hospital,FAC-024,Überfall,"Israelische Streitkräfte stürmten ein Krankenhaus, Frauen und Kinder wurden zur Evakuierung nach Rafah aufgefordert, einige Mitarbeiter wurden festgenommen [OCHA Flash Update #100]. Israelische Streitkräfte schnitten die Zufahrtswege zum Al-Amal-Krankenhaus und zum Nassar-Medizinkomplex ab [Institut für Palästinastudien].",,
INC-077,Al-Quds Hospital,FAC-008,Luftangriff,"Das Nachbargebäude des Krankenhauses wurde schwer beschädigt. Auch im Inneren des Krankenhauses entstanden Schäden: Scheiben gingen zu Bruch, Patientenbetten, Krankenhausgeräte und die Decke wurden beschädigt.","Mehrere Videos zeigen den Eingang des Krankenhauses nach den Schäden durch den Luftangriff. Satellitenbilder, die der Guardian am 11. November veröffentlichte, zeigen Schäden an Straßen und Gebäuden rund um das Krankenhaus.",
INC-078,Al-Quds Hospital,FAC-008,Luftangriff,"direkt getroffen, hohe, aber unbestätigte Opferzahl","Am 3. November, etwa zur gleichen Zeit, wurden das Al-Quds-Krankenhaus in Gaza-Stadt und das indonesische Krankenhaus im nördlichen Gazastreifen Berichten zufolge bei Luftangriffen getroffen, was zu einer großen, aber noch nicht bestätigten Zahl von Opfern führte.",
INC-079,Al-Quds Hospital,FAC-008,Luftangriff,"Der Eingang des Krankenhauses wurde getroffen, zwei Menschen wurden getötet und der Eingang wurde beschädigt.","Am 4. November wurden Berichten zufolge die Eingänge des Nasser-Kinderkrankenhauses und des Al-Quds-Krankenhauses in Gaza-Stadt bei israelischen Luftangriffen getroffen. Zwei Menschen wurden getötet, Dutzende verletzt, und die Eingänge der Gesundheitseinrichtungen wurden beschädigt. Das Al-Quds-Krankenhaus dient derzeit etwa 14.000 Binnenvertriebenen als Zufluchtsort.",
INC-080,Al-Quds Hospital,FAC-008,Streiks-Umgebung,"Zwei Patienten und zwölf Personen, die im Krankenhaus Schutz gesucht hatten, wurden verletzt; außerdem wurde das Krankenhaus beschädigt.",,
INC-081,Al-Quds Hospital,FAC-008,Belagerung,"Der Hauptgenerator wurde abgeschaltet, die chirurgische Station, die Sauerstofferzeugungsanlage und die MRT-Station wurden stillgelegt.","Am 8. November gab das Al-Quds-Krankenhaus in Gaza-Stadt bekannt, dass sein Hauptgenerator abgeschaltet wurde und stattdessen ein kleinerer Generator zum Einsatz kommt, um den Treibstoffverbrauch zu reduzieren. Infolgedessen mussten die chirurgische Station, die Sauerstoffanlage und die MRT-Abteilung stillgelegt werden. Das Krankenhaus stellt täglich zwei Stunden Strom für Binnenvertriebene bereit, die in seinen Einrichtungen Schutz suchen. Es ist von den umliegenden Gebieten abgeschnitten und leidet unter einem akuten Mangel an Lebensmitteln, Säuglingsnahrung, Medikamenten und Verbrauchsmaterialien.",
INC-082,Al-Quds Hospital,FAC-008,Streiks-Umgebung,Gebiete in unmittelbarer Nähe wurden getroffen,,
INC-083,Al-Quds Hospital,FAC-008,Bombardierung,Die Intensivstation wurde beschädigt.,,
INC-084,Al-Quds Hospital,FAC-008,Bombardierung,"Die Umgebung des Krankenhauses wurde getroffen und bombardiert, was sich auf Mitarbeiter, Patienten und 14.000 Binnenvertriebene auswirkte, die in dem Gebiet Schutz suchten.","Bei zwei separaten Gelegenheiten wurde die Umgebung des Al-Quds-Krankenhauses im Norden des Gazastreifens bombardiert; betroffen waren Mitarbeiter, Patienten und 14.000 Binnenvertriebene.",
INC-085,Al-Quds Hospital,FAC-008,Bombardierungsumgebung,"Bombardierungen verursachten Schäden, wiederholte Evakuierungsanordnungen in den vorangegangenen Tagen.","Am 28. und 29. Oktober wurden Berichten zufolge die Umgebung des Al-Quds-Krankenhauses in Gaza-Stadt bombardiert, wodurch Schäden entstanden.",
INC-086,Al-Quds Hospital,FAC-008,unbekannt,"Die Umgebung des Krankenhauses wurde getroffen, die Fenster des Krankenhauses wurden getroffen und aus der Infrastruktur dringt Rauch auf.",,
INC-087,Al-Quds Hospital,FAC-008,Bombardierungsumgebung,"Bei den Bombardierungen handelte es sich um Lagerhallen der Volksrepublik China neben dem Krankenhaus, wodurch große Mengen an Trümmern und Staub in das Krankenhaus gelangten und bei Patienten, medizinischem Personal und Binnenvertriebenen zu Atemnot und Erstickungsgefahr führten.","Einer der Angriffe am 30. Oktober richtete sich gegen die Lagerhallen der PRCS neben dem Al-Quds-Krankenhaus im Stadtteil Tel Al Hawa von Gaza-Stadt. Die Schäden durch die nahegelegenen Bombardierungen führten dazu, dass große Mengen an Trümmern und Staub in das Krankenhaus gelangten und bei Patienten, Mitarbeitern und Binnenvertriebenen zu Erstickungsgefahr durch Einatmen führten.",
INC-088,Al-Quds Hospital,FAC-008,"Einkesselung, Scharfschützenschüsse",Der Krankenhausgenerator ist ausgefallen und kann aufgrund von Scharfschützenbeschuss nicht repariert werden.,"Am 11. November wurde berichtet, dass der Generator des Al-Quds-Krankenhauses ausgefallen war und die Techniker ihn aufgrund von Scharfschützenbeschuss nicht reparieren konnten. Von den schwerstkranken Patienten befinden sich sieben auf der Intensivstation und drei Säuglinge in Inkubatoren.",
INC-089,Al-Quds Hospital,FAC-008,"Belagerung, Einkesselung, Bombardierung","Das medizinische Personal, die Patienten und ihre Angehörigen sind weiterhin im Krankenhaus eingeschlossen und haben weder Essen, Wasser noch Strom.","Am 13. November musste ein gemeinsamer Konvoi des Roten Kreuzes (PRCS) und des Internationalen Komitees vom Roten Kreuz (IKRK), der Patienten aus dem Al-Quds-Krankenhaus in Gaza-Stadt evakuieren wollte, aufgrund der anhaltenden Bombardierungen und der unsicheren Lage um das Krankenhaus herum nach Verlassen von Khan Younis umkehren. Berichten zufolge sind das medizinische Team, die Patienten und ihre Angehörigen weiterhin im Krankenhaus eingeschlossen und haben weder Nahrung noch Wasser oder Strom.",
INC-090,Al-Quds Hospital,FAC-008,schwere Kämpfe – Umgebung,,,
INC-091,Al-Quds Hospital,FAC-008,,Der Betrieb ist aufgrund von Treibstoffmangel und Stromausfall eingestellt.,,
INC-092,Al-Quds Hospital,FAC-008,Bombardierung,"Aufgrund zunehmender Unsicherheit, einschließlich Artillerie- und Luftangriffen, mussten die Teams evakuiert werden.",,
INC-093,Al-Quds Hospital,FAC-008,nicht spezifiziert,"Israelische Streitkräfte beschossen ein Wohngebäude, das weniger als 50 Meter vom Al-Quds-Krankenhaus entfernt lag, und verursachten schwere Schäden am Krankenhaus, seinen Verwaltungsgebäuden und benachbarten Gebäuden.",,
INC-094,Al-Quds Hospital,FAC-008,Schießen,"Die Sauerstoffstation stellte ihren Betrieb ein, nachdem sie von israelischen Streitkräften beschossen worden war.",,
INC-095,Dr Abdul Aziz Rantisi Children's Specialty Hospital,FAC-011,Unbekannt,Es entstanden Schäden am dritten Stockwerk und Teilen des zweiten Stockwerks des Krankenhauses; auch ein Krankenwagen wurde beschädigt.,"Videoaufnahmen vom Krankenhaustor zeigen einen Volltreffer in das Fenster im dritten Stock. Bilder aus dem Inneren des Krankenhauses zeigen Beschädigungen an medizinischem Material. Auch ein Krankenwagen auf dem Krankenhausparkplatz weist Beschädigungsspuren auf.

",
INC-096,Dr Abdul Aziz Rantisi Children's Specialty Hospital,FAC-011,Belagerung / Einkesselung,"Das Krankenhausgelände wurde von Drohnenaufnahmen der israelischen Streitkräfte umstellt, die die Anwesenheit von 13 Panzern zeigten, die das Gebäude umgaben.","Videos, die aus dem Krankenhausfenster aufgenommen wurden, zeigen zwei Panzer in den umliegenden Straßen.
Drohnenaufnahmen der israelischen Verteidigungsstreitkräfte, die am 14. November veröffentlicht wurden – drei Tage nach dem vom Guardian untersuchten Zeitraum –, zeigen vier israelische Panzer neben dem Krankenhaus und neun Panzer in den umliegenden Straßen. Laut Angaben von Beamten, die von Al Jazeera zitiert wurden, wurde das Krankenhaus fünfmal bombardiert.",
INC-097,Dr Abdul Aziz Rantisi Children's Specialty Hospital,FAC-011,Unbekannt,"Der Angriff verursachte erhebliche Schäden an Wassertanks auf dem Dach, elektrischen Anlagen, Kommunikationssystemen und einigen medizinischen Geräten.","Laut WHO-Generaldirektor Tedros Abhanom Ghebreyesus wurde das Al-Rantisi-Krankenhaus in Gaza-Stadt gestern angegriffen, während sich 80 Patienten im Gebäude befanden. Es gab keine Verletzten, aber die Angriffe lösten Panik unter Patienten und Personal aus. Es entstanden erhebliche Schäden an den Wassertanks auf dem Dach, der Elektro- und Kommunikationstechnik sowie an einigen medizinischen Geräten. 40 Patienten konnten sich in Sicherheit bringen, während 40 weitere, darunter vier Kinder auf der Intensivstation und acht Neugeborene, im Krankenhaus blieben.",
INC-098,Dr Abdul Aziz Rantisi Children's Specialty Hospital,FAC-011,Einstellung des Betriebs,"Das Krankenhaus erlitt am 16.09.2025 durch einen direkten Angriff schwere Schäden, und laut dem Gesundheitscluster wurde der Großteil seiner medizinischen Ausrüstung am 21. September in die Krankenhäuser Al Helou, As Sahaba und Patient Friendly in Gaza-Stadt verlegt.","Israelische Bombardierungen in der Umgebung von medizinischen Einrichtungen haben zur Schließung des Al-Rantisi-Kinderkrankenhauses und des Augenkrankenhauses von Gaza-Stadt, dem einzigen öffentlichen Augenzentrum in dem Gebiet, geführt, teilte das Gesundheitsministerium am Montag mit.",
INC-099,Al-Shifa Medical Complex,FAC-000,Raketenangriff / Spike NLOS (Viscinity),Mindestens 13 Menschen wurden getötet und mindestens 26 verletzt; Krankenwagen wurden getroffen.,"Am Nachmittag des 3. November wurde ein Konvoi von Krankenwagen, der Patienten vom Shifa-Krankenhaus in Gaza-Stadt zum Grenzübergang Rafah nach Ägypten transportierte, in der Nähe des Krankenhauses dreimal getroffen. Ersten Berichten zufolge wurden mindestens 13 Menschen getötet und 26 verletzt.",
INC-100,Al-Shifa Medical Complex,FAC-000,Luftangriffsviszinität,"In der Nähe des Krankenhauses gab es fünf Treffer, sieben Menschen kamen ums Leben, außerdem wurde die Entbindungsstation beschädigt.","Seit dem Nachmittag des 9. November haben die israelischen Bombardierungen von Krankenhäusern im Norden zugenommen. Die Gegend um das Shifa-Krankenhaus wurde in diesem Zeitraum fünfmal getroffen, wobei mindestens sieben Todesopfer zu beklagen waren und die Geburtsstation beschädigt wurde.",
INC-101,Al-Shifa Medical Complex,FAC-000,Bombardierungsumgebung,"Bombardierungen verursachten Schäden, wiederholte Evakuierungsanordnungen in den vorangegangenen Tagen.","Am 28. und 29. Oktober wurden Berichten zufolge die Umgebung des Shifa-Krankenhauses in Gaza-Stadt bombardiert, wodurch Schäden entstanden.",
INC-102,Al-Shifa Medical Complex,FAC-000,Belagerung,"40 Patienten starben, 3 Frühgeborene starben.","Das Gesundheitsministerium in Gaza gab bekannt, dass zwischen dem 11. und 16. November 40 Patienten, darunter drei Frühgeborene, im Shifa-Krankenhaus aufgrund von Stromausfällen gestorben sind. Am 16. November verstarb ein Patient mit Nierenversagen, weil die Dialysegeräte im Shifa-Krankenhaus ausgefallen waren.",
INC-103,Al-Shifa Medical Complex,FAC-000,"Belagerung, Einkesselung",Ein Patient auf der Intensivstation und zwei im Beatmungsgerät befindliche Säuglinge starben aufgrund eines Stromausfalls.,"Am 11. November berichteten die Medien, dass der Direktor des Shifa-Krankenhauses erklärte, es gäbe weder Lebensmittel noch Wasser oder Strom. Ein Patient auf der Intensivstation und zwei ungeborene Säuglinge starben Berichten zufolge, nachdem ihre lebenserhaltenden Geräte aufgrund des Stromausfalls ausgefallen waren. Schätzungsweise 15.000 Menschen suchen weiterhin Schutz im Shifa-Krankenhaus.",
INC-104,Al-Shifa Medical Complex,FAC-000,Bombardierung,"Die Abteilung für spezialisierte Chirurgie, die Kardiologie-Station und ein Lager wurden getroffen und beschädigt.","Vor dem israelischen Militäreinsatz im Shifa-Krankenhausgelände wurden laut Angaben des Gesundheitsministeriums im Gazastreifen Teile des Gebäudes, darunter die Abteilung für Spezialchirurgie, die Kardiologie und ein Lagerhaus, durch Bombardierungen beschädigt. Nach dem Eindringen der Truppen wurden Patienten, Personal und Binnenvertriebene innerhalb des Geländes untergebracht.",
INC-105,Al-Shifa Medical Complex,FAC-000,"Belagerung, Einkesselung, Scharfschützenschüsse","Menschen im und um das Krankenhaus, ein technischer Mitarbeiter, ein Patient und Binnenvertriebene wurden von Scharfschützen erschossen.","In den vergangenen 24 Stunden dauerten die Bombardierungen und Gefechte zwischen israelischen Truppen und palästinensischen bewaffneten Gruppen rund um das Shifa-Krankenhaus an. Berichten zufolge wurden Menschen im und um das Krankenhaus, darunter ein technischer Mitarbeiter, ein Patient und Binnenvertriebene, von Scharfschützen getroffen. Die Intensivstation, die Geburtsstation und das oberste Stockwerk des Operationsgebäudes wurden getroffen und beschädigt. In der Nähe der Abteilung für Nierenerkrankungen brach ein Feuer aus.",
INC-106,Al-Shifa Medical Complex,FAC-000,unbekannt,"Die Intensivstation, die Geburtsstation und das oberste Stockwerk des Operationsgebäudes wurden getroffen und beschädigt. In der Nähe der Abteilung für Nierenpatienten brach ein Feuer aus.","In den vergangenen 24 Stunden dauerten die Bombardierungen und Gefechte zwischen israelischen Truppen und palästinensischen bewaffneten Gruppen rund um das Shifa-Krankenhaus an. Berichten zufolge wurden Menschen im und um das Krankenhaus, darunter ein technischer Mitarbeiter, ein Patient und Binnenvertriebene, von Scharfschützen getroffen. Die Intensivstation, die Geburtsstation und das oberste Stockwerk des Operationsgebäudes wurden getroffen und beschädigt. In der Nähe der Abteilung für Nierenerkrankungen brach ein Feuer aus.",
INC-107,Al-Shifa Medical Complex,FAC-000,Kampfumgebung,,,
INC-108,Al-Shifa Medical Complex,FAC-000,Bombardierung und Invasion,"Beschädigte Bereiche, darunter die Abteilung für Spezialchirurgie, die Kardiologische Intensivstation und ein Lagerhaus. Israelische Truppen, darunter Panzer, drangen in das Al-Shifa-Gelände ein. Personen wurden verhört.","Am 15. November drangen israelische Truppen, darunter auch Panzer, in das Gelände des Shifa-Krankenhauses in Gaza-Stadt ein und brachten Berichten zufolge mehrere Bereiche unter ihre Kontrolle, durchsuchten diese und verhörten Personen.",
INC-109,Al-Shifa Medical Complex,FAC-000,Invasion / Bodenangriff,Das Krankenhaus ist außer Betrieb und nimmt keine neuen Patienten mehr auf. Es fanden israelische Operationen innerhalb des Krankenhauses statt.,"Der israelische Betrieb im Shifa-Krankenhaus wurde am 20. November den fünften Tag in Folge fortgesetzt. Laut Angaben des Gesundheitsministeriums im Gazastreifen befanden sich am 19. November noch 19 Gesundheitspersonal und 259 Patienten in Shifa. Sie sind mit einem akuten Mangel an Strom, Wasser und medizinischer Versorgung konfrontiert. Darunter befinden sich zwei Intensivpatienten, 22 Dialysepatienten, 32 Patienten, die auf Tragen transportiert werden müssen, und 27 Patienten mit Wirbelsäulenverletzungen, die bei der nächsten Evakuierung Priorität haben werden. Das Krankenhaus ist außer Betrieb und nimmt keine neuen Patienten mehr auf.",
INC-110,Al-Shifa Medical Complex,FAC-000,Invasion,Im Krankenhaus werden die Operationen der israelischen Behörden fortgesetzt.,,
INC-111,Al-Shifa Medical Complex,FAC-000,Luftangriffsviszinität,"Wohngebäude rund um das Krankenhaus wurden getroffen, Berichten zufolge durch Luftangriffe.",Innerhalb von 24 Stunden wurden Wohngebäude in der Nähe des indonesischen Krankenhauses und des AL-Shifa-Krankenhauses mutmaßlich durch Luftangriffe getroffen.,
INC-112,Al-Shifa Medical Complex,FAC-000,Bombardierungen und Zusammenstöße rund um das Krankenhaus,"Einige flüchtende Patienten gerieten unter Beschuss, was zu Todesopfern führte.",,
